id,latitude,longitude,crop_type,season,year,source,confidence,crop_class,crop_label
305,15.429291,75.69829,Sunflower,Rabi_2023,2023,representative_sample,0.88,Sunflower,12
250,15.825145,75.182239,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.79,Jowar,5
296,16.016416,74.736963,Safflower,Rabi_2023,2023,representative_sample,0.83,Oilseeds,7
202,16.137247,75.535914,Wheat,Rabi_2023,2023,representative_sample,0.89,Wheat,14
214,15.411467,75.961442,Wheat,Rabi_2023,2023,representative_sample,0.87,Wheat,14
231,16.054481,75.181047,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.91,Jowar,5
278,15.660459,75.288927,Chickpea,Rabi_2023,2023,representative_sample,0.84,Chickpea,1
294,15.691725,74.880966,Safflower,Rabi_2023,2023,representative_sample,0.78,Oilseeds,7
307,16.016647,75.581393,Sunflower,Rabi_2023,2023,representative_sample,0.9,Sunflower,12
360,16.153444,75.58126,Fallow,Rabi_2023,2023,representative_sample,0.76,Fallow,3
372,15.336367,74.662328,Sugarcane,Rabi_2023,2023,representative_sample,0.95,Sugarcane,11
233,15.991775,75.900503,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.83,Jowar,5
306,15.528481,75.454927,Sunflower,Rabi_2023,2023,representative_sample,0.89,Sunflower,12
264,15.575379,75.882802,Chickpea,Rabi_2023,2023,representative_sample,0.85,Chickpea,1
399,15.487152,75.701983,Vegetables,Rabi_2023,2023,representative_sample,0.89,Vegetables,13
252,15.771894,75.982179,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.9,Jowar,5
256,16.391509,75.157174,Chickpea,Rabi_2023,2023,representative_sample,0.91,Chickpea,1
207,16.054282,74.906375,Wheat,Rabi_2023,2023,representative_sample,0.78,Wheat,14
259,15.828377,74.639814,Chickpea,Rabi_2023,2023,representative_sample,1.0,Chickpea,1
329,16.005729,75.61471,Onion,Rabi_2023,2023,representative_sample,0.98,Vegetables,13
273,16.163317,74.565471,Chickpea,Rabi_2023,2023,representative_sample,0.92,Chickpea,1
385,16.010953,74.908154,Sugarcane,Rabi_2023,2023,representative_sample,0.9,Sugarcane,11
373,15.551342,75.643908,Sugarcane,Rabi_2023,2023,representative_sample,0.87,Sugarcane,11
226,15.914446,75.610134,Wheat,Rabi_2023,2023,representative_sample,0.98,Wheat,14
213,15.269162,74.521223,Wheat,Rabi_2023,2023,representative_sample,0.86,Wheat,14
322,16.410438,74.662519,Onion,Rabi_2023,2023,representative_sample,0.77,Vegetables,13
300,15.355809,75.357884,Safflower,Rabi_2023,2023,representative_sample,0.87,Oilseeds,7
321,16.008511,75.37684,Onion,Rabi_2023,2023,representative_sample,0.95,Vegetables,13
281,15.507842,75.539057,Chickpea,Rabi_2023,2023,representative_sample,0.89,Chickpea,1
211,16.464911,75.286955,Wheat,Rabi_2023,2023,representative_sample,0.78,Wheat,14
387,16.132415,74.670726,Sugarcane,Rabi_2023,2023,representative_sample,0.83,Sugarcane,11
317,16.44975,75.790211,Sunflower,Rabi_2023,2023,representative_sample,0.92,Sunflower,12
222,15.177677,75.646665,Wheat,Rabi_2023,2023,representative_sample,0.88,Wheat,14
331,15.622327,74.648532,Onion,Rabi_2023,2023,representative_sample,0.85,Vegetables,13
366,16.108194,75.717654,Sugarcane,Rabi_2023,2023,representative_sample,0.87,Sugarcane,11
334,16.283175,74.649032,Onion,Rabi_2023,2023,representative_sample,0.91,Vegetables,13
271,15.683017,74.982666,Chickpea,Rabi_2023,2023,representative_sample,0.76,Chickpea,1
249,15.432327,75.91779,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.94,Jowar,5
272,16.046248,75.357696,Chickpea,Rabi_2023,2023,representative_sample,0.77,Chickpea,1
325,16.235783,75.864081,Onion,Rabi_2023,2023,representative_sample,0.79,Vegetables,13
369,16.125426,75.802138,Sugarcane,Rabi_2023,2023,representative_sample,0.92,Sugarcane,11
394,15.750394,75.750031,Vegetables,Rabi_2023,2023,representative_sample,0.94,Vegetables,13
297,15.518348,75.381358,Safflower,Rabi_2023,2023,representative_sample,0.89,Oilseeds,7
238,16.049601,75.914014,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.85,Jowar,5
382,15.511344,75.05508,Sugarcane,Rabi_2023,2023,representative_sample,0.92,Sugarcane,11
308,16.257506,75.442372,Sunflower,Rabi_2023,2023,representative_sample,0.97,Sunflower,12
348,15.789128,75.618498,Fallow,Rabi_2023,2023,representative_sample,0.84,Fallow,3
218,15.077065,75.911595,Wheat,Rabi_2023,2023,representative_sample,0.84,Wheat,14
289,15.068986,75.694215,Safflower,Rabi_2023,2023,representative_sample,0.79,Oilseeds,7
253,15.81389,75.119871,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.76,Jowar,5
230,15.436889,74.847214,Wheat,Rabi_2023,2023,representative_sample,0.91,Wheat,14
268,15.447834,75.380407,Chickpea,Rabi_2023,2023,representative_sample,1.0,Chickpea,1
201,15.128419,75.580112,Wheat,Rabi_2023,2023,representative_sample,0.85,Wheat,14
312,15.19824,75.309112,Sunflower,Rabi_2023,2023,representative_sample,0.99,Sunflower,12
388,15.42487,75.517729,Sugarcane,Rabi_2023,2023,representative_sample,0.85,Sugarcane,11
279,16.083666,75.114968,Chickpea,Rabi_2023,2023,representative_sample,0.9,Chickpea,1
313,15.796279,75.87023,Sunflower,Rabi_2023,2023,representative_sample,0.95,Sunflower,12
216,15.736318,75.80908,Wheat,Rabi_2023,2023,representative_sample,0.87,Wheat,14
341,15.310736,74.823927,Fallow,Rabi_2023,2023,representative_sample,0.96,Fallow,3
283,15.570014,74.974992,Chickpea,Rabi_2023,2023,representative_sample,0.92,Chickpea,1
210,15.324577,75.226298,Wheat,Rabi_2023,2023,representative_sample,0.92,Wheat,14
204,15.332395,75.537681,Wheat,Rabi_2023,2023,representative_sample,0.79,Wheat,14
391,15.316851,74.705852,Vegetables,Rabi_2023,2023,representative_sample,0.78,Vegetables,13
397,15.863639,75.3601,Vegetables,Rabi_2023,2023,representative_sample,0.91,Vegetables,13
311,15.442666,75.621221,Sunflower,Rabi_2023,2023,representative_sample,0.75,Sunflower,12
361,15.677332,74.84274,Sugarcane,Rabi_2023,2023,representative_sample,0.8,Sugarcane,11
236,15.461418,75.623437,Jowar_Rabi,Rabi_2023,2023,representative_sample,0.87,Jowar,5
393,15.263542,75.070311,Vegetables,Rabi_2023,2023,representative_sample,0.91,Vegetables,13
285,15.102631,75.446742,Safflower,Rabi_2023,2023,representative_sample,0.98,Oilseeds,7
227,15.311682,74.816538,Wheat,Rabi_2023,2023,representative_sample,0.9,Wheat,14
229,15.004014,75.175756,Wheat,Rabi_2023,2023,representative_sample,0.88,Wheat,14
353,15.718473,75.102426,Fallow,Rabi_2023,2023,representative_sample,0.91,Fallow,3
265,16.318989,75.79604,Chickpea,Rabi_2023,2023,representative_sample,0.78,Chickpea,1
