id,gt_latitude,gt_longitude,grid_latitude,grid_longitude,year,month,rainfall_mm
3,16.338269,74.630408,16.25,74.75,2023,1,0.01
3,16.338269,74.630408,16.25,74.75,2023,2,0.0
3,16.338269,74.630408,16.25,74.75,2023,3,0.5800000000000001
3,16.338269,74.630408,16.25,74.75,2023,4,22.310000000000002
3,16.338269,74.630408,16.25,74.75,2023,5,31.240000000000002
3,16.338269,74.630408,16.25,74.75,2023,6,42.5
3,16.338269,74.630408,16.25,74.75,2023,7,214.53
3,16.338269,74.630408,16.25,74.75,2023,8,44.14
3,16.338269,74.630408,16.25,74.75,2023,9,102.77
3,16.338269,74.630408,16.25,74.75,2023,10,21.49
3,16.338269,74.630408,16.25,74.75,2023,11,38.28
3,16.338269,74.630408,16.25,74.75,2023,12,2.41
3,16.338269,74.630408,16.25,74.75,2024,1,1.01
3,16.338269,74.630408,16.25,74.75,2024,2,0.02
3,16.338269,74.630408,16.25,74.75,2024,3,0.25
3,16.338269,74.630408,16.25,74.75,2024,4,16.090000000000003
3,16.338269,74.630408,16.25,74.75,2024,5,56.230000000000004
3,16.338269,74.630408,16.25,74.75,2024,6,169.64000000000001
3,16.338269,74.630408,16.25,74.75,2024,7,300.66
3,16.338269,74.630408,16.25,74.75,2024,8,152.06
3,16.338269,74.630408,16.25,74.75,2024,9,172.98
3,16.338269,74.630408,16.25,74.75,2024,10,158.41
3,16.338269,74.630408,16.25,74.75,2024,11,2.1
3,16.338269,74.630408,16.25,74.75,2024,12,5.26
4,15.044696,74.827957,15.0,74.75,2024,1,28.07
4,15.044696,74.827957,15.0,74.75,2024,2,0.0
4,15.044696,74.827957,15.0,74.75,2024,3,0.59
4,15.044696,74.827957,15.0,74.75,2024,4,51.44
4,15.044696,74.827957,15.0,74.75,2024,5,85.36
4,15.044696,74.827957,15.0,74.75,2024,6,368.42
4,15.044696,74.827957,15.0,74.75,2024,7,624.58
4,15.044696,74.827957,15.0,74.75,2024,8,318.01
4,15.044696,74.827957,15.0,74.75,2024,9,235.82
4,15.044696,74.827957,15.0,74.75,2024,10,240.21
4,15.044696,74.827957,15.0,74.75,2024,11,9.129999999999999
4,15.044696,74.827957,15.0,74.75,2024,12,24.05
5,15.039804,74.798256,15.0,74.75,2024,1,28.07
5,15.039804,74.798256,15.0,74.75,2024,2,0.0
5,15.039804,74.798256,15.0,74.75,2024,3,0.59
5,15.039804,74.798256,15.0,74.75,2024,4,51.44
5,15.039804,74.798256,15.0,74.75,2024,5,85.36
5,15.039804,74.798256,15.0,74.75,2024,6,368.42
5,15.039804,74.798256,15.0,74.75,2024,7,624.58
5,15.039804,74.798256,15.0,74.75,2024,8,318.01
5,15.039804,74.798256,15.0,74.75,2024,9,235.82
5,15.039804,74.798256,15.0,74.75,2024,10,240.21
5,15.039804,74.798256,15.0,74.75,2024,11,9.129999999999999
5,15.039804,74.798256,15.0,74.75,2024,12,24.05
6,15.817412,74.830661,15.75,74.75,2023,1,0.03
6,15.817412,74.830661,15.75,74.75,2023,2,0.0
6,15.817412,74.830661,15.75,74.75,2023,3,0.1
6,15.817412,74.830661,15.75,74.75,2023,4,21.560000000000002
6,15.817412,74.830661,15.75,74.75,2023,5,40.980000000000004
6,15.817412,74.830661,15.75,74.75,2023,6,51.27
6,15.817412,74.830661,15.75,74.75,2023,7,281.46
6,15.817412,74.830661,15.75,74.75,2023,8,61.91
6,15.817412,74.830661,15.75,74.75,2023,9,123.91
6,15.817412,74.830661,15.75,74.75,2023,10,20.61
6,15.817412,74.830661,15.75,74.75,2023,11,35.17
6,15.817412,74.830661,15.75,74.75,2023,12,1.6
6,15.817412,74.830661,15.75,74.75,2024,1,2.36
6,15.817412,74.830661,15.75,74.75,2024,2,0.0
6,15.817412,74.830661,15.75,74.75,2024,3,0.56
6,15.817412,74.830661,15.75,74.75,2024,4,33.88
6,15.817412,74.830661,15.75,74.75,2024,5,71.37
6,15.817412,74.830661,15.75,74.75,2024,6,186.82
6,15.817412,74.830661,15.75,74.75,2024,7,371.7
6,15.817412,74.830661,15.75,74.75,2024,8,170.95
6,15.817412,74.830661,15.75,74.75,2024,9,216.14
6,15.817412,74.830661,15.75,74.75,2024,10,210.88
6,15.817412,74.830661,15.75,74.75,2024,11,2.91
6,15.817412,74.830661,15.75,74.75,2024,12,9.93
7,16.214146,74.509748,16.25,74.5,2023,1,0.01
7,16.214146,74.509748,16.25,74.5,2023,2,0.0
7,16.214146,74.509748,16.25,74.5,2023,3,0.64
7,16.214146,74.509748,16.25,74.5,2023,4,13.75
7,16.214146,74.509748,16.25,74.5,2023,5,30.34
7,16.214146,74.509748,16.25,74.5,2023,6,126.12
7,16.214146,74.509748,16.25,74.5,2023,7,590.11
7,16.214146,74.509748,16.25,74.5,2023,8,92.97
7,16.214146,74.509748,16.25,74.5,2023,9,197.48
7,16.214146,74.509748,16.25,74.5,2023,10,36.25
7,16.214146,74.509748,16.25,74.5,2023,11,37.629999999999995
7,16.214146,74.509748,16.25,74.5,2023,12,1.5
7,16.214146,74.509748,16.25,74.5,2024,1,2.36
7,16.214146,74.509748,16.25,74.5,2024,2,0.01
7,16.214146,74.509748,16.25,74.5,2024,3,0.19
7,16.214146,74.509748,16.25,74.5,2024,4,20.9
7,16.214146,74.509748,16.25,74.5,2024,5,59.370000000000005
7,16.214146,74.509748,16.25,74.5,2024,6,314.9
7,16.214146,74.509748,16.25,74.5,2024,7,860.76
7,16.214146,74.509748,16.25,74.5,2024,8,334.06
7,16.214146,74.509748,16.25,74.5,2024,9,253.17
7,16.214146,74.509748,16.25,74.5,2024,10,231.6
7,16.214146,74.509748,16.25,74.5,2024,11,4.16
7,16.214146,74.509748,16.25,74.5,2024,12,4.9
8,16.047209,75.010376,16.0,75.0,2023,1,0.03
8,16.047209,75.010376,16.0,75.0,2023,2,0.0
8,16.047209,75.010376,16.0,75.0,2023,3,0.1
8,16.047209,75.010376,16.0,75.0,2023,4,21.560000000000002
8,16.047209,75.010376,16.0,75.0,2023,5,40.980000000000004
8,16.047209,75.010376,16.0,75.0,2023,6,51.27
8,16.047209,75.010376,16.0,75.0,2023,7,281.46
8,16.047209,75.010376,16.0,75.0,2023,8,61.91
8,16.047209,75.010376,16.0,75.0,2023,9,123.91
8,16.047209,75.010376,16.0,75.0,2023,10,20.61
8,16.047209,75.010376,16.0,75.0,2023,11,35.17
8,16.047209,75.010376,16.0,75.0,2023,12,1.6
8,16.047209,75.010376,16.0,75.0,2024,1,2.36
8,16.047209,75.010376,16.0,75.0,2024,2,0.0
8,16.047209,75.010376,16.0,75.0,2024,3,0.56
8,16.047209,75.010376,16.0,75.0,2024,4,33.88
8,16.047209,75.010376,16.0,75.0,2024,5,71.37
8,16.047209,75.010376,16.0,75.0,2024,6,186.82
8,16.047209,75.010376,16.0,75.0,2024,7,371.7
8,16.047209,75.010376,16.0,75.0,2024,8,170.95
8,16.047209,75.010376,16.0,75.0,2024,9,216.14
8,16.047209,75.010376,16.0,75.0,2024,10,210.88
8,16.047209,75.010376,16.0,75.0,2024,11,2.91
8,16.047209,75.010376,16.0,75.0,2024,12,9.93
10,15.145075,75.771242,15.25,75.75,2023,1,0.01
10,15.145075,75.771242,15.25,75.75,2023,2,0.0
10,15.145075,75.771242,15.25,75.75,2023,3,0.63
10,15.145075,75.771242,15.25,75.75,2023,4,32.68
10,15.145075,75.771242,15.25,75.75,2023,5,53.76
10,15.145075,75.771242,15.25,75.75,2023,6,29.48
10,15.145075,75.771242,15.25,75.75,2023,7,175.64
10,15.145075,75.771242,15.25,75.75,2023,8,73.97999999999999
10,15.145075,75.771242,15.25,75.75,2023,9,119.56
10,15.145075,75.771242,15.25,75.75,2023,10,8.1
10,15.145075,75.771242,15.25,75.75,2023,11,47.35
10,15.145075,75.771242,15.25,75.75,2023,12,1.3
10,15.145075,75.771242,15.25,75.75,2024,1,6.0600000000000005
10,15.145075,75.771242,15.25,75.75,2024,2,0.0
10,15.145075,75.771242,15.25,75.75,2024,3,0.93
10,15.145075,75.771242,15.25,75.75,2024,4,47.5
10,15.145075,75.771242,15.25,75.75,2024,5,76.28
10,15.145075,75.771242,15.25,75.75,2024,6,149.23000000000002
10,15.145075,75.771242,15.25,75.75,2024,7,156.29
10,15.145075,75.771242,15.25,75.75,2024,8,132.6
10,15.145075,75.771242,15.25,75.75,2024,9,148.3
10,15.145075,75.771242,15.25,75.75,2024,10,200.0
10,15.145075,75.771242,15.25,75.75,2024,11,4.02
10,15.145075,75.771242,15.25,75.75,2024,12,15.11
11,16.210692,75.594598,16.25,75.5,2023,1,0.01
11,16.210692,75.594598,16.25,75.5,2023,2,0.0
11,16.210692,75.594598,16.25,75.5,2023,3,1.78
11,16.210692,75.594598,16.25,75.5,2023,4,44.79
11,16.210692,75.594598,16.25,75.5,2023,5,35.18
11,16.210692,75.594598,16.25,75.5,2023,6,22.36
11,16.210692,75.594598,16.25,75.5,2023,7,149.0
11,16.210692,75.594598,16.25,75.5,2023,8,37.72
11,16.210692,75.594598,16.25,75.5,2023,9,88.22
11,16.210692,75.594598,16.25,75.5,2023,10,19.73
11,16.210692,75.594598,16.25,75.5,2023,11,33.07
11,16.210692,75.594598,16.25,75.5,2023,12,1.5799999999999998
11,16.210692,75.594598,16.25,75.5,2024,1,0.54
11,16.210692,75.594598,16.25,75.5,2024,2,0.0
11,16.210692,75.594598,16.25,75.5,2024,3,0.32
11,16.210692,75.594598,16.25,75.5,2024,4,18.25
11,16.210692,75.594598,16.25,75.5,2024,5,50.74
11,16.210692,75.594598,16.25,75.5,2024,6,154.75
11,16.210692,75.594598,16.25,75.5,2024,7,143.49
11,16.210692,75.594598,16.25,75.5,2024,8,109.53
11,16.210692,75.594598,16.25,75.5,2024,9,141.12
11,16.210692,75.594598,16.25,75.5,2024,10,136.73
11,16.210692,75.594598,16.25,75.5,2024,11,1.25
11,16.210692,75.594598,16.25,75.5,2024,12,5.21
12,16.459674,75.067802,16.5,75.0,2023,1,0.01
12,16.459674,75.067802,16.5,75.0,2023,2,0.0
12,16.459674,75.067802,16.5,75.0,2023,3,0.5800000000000001
12,16.459674,75.067802,16.5,75.0,2023,4,22.310000000000002
12,16.459674,75.067802,16.5,75.0,2023,5,31.240000000000002
12,16.459674,75.067802,16.5,75.0,2023,6,42.5
12,16.459674,75.067802,16.5,75.0,2023,7,214.53
12,16.459674,75.067802,16.5,75.0,2023,8,44.14
12,16.459674,75.067802,16.5,75.0,2023,9,102.77
12,16.459674,75.067802,16.5,75.0,2023,10,21.49
12,16.459674,75.067802,16.5,75.0,2023,11,38.28
12,16.459674,75.067802,16.5,75.0,2023,12,2.41
12,16.459674,75.067802,16.5,75.0,2024,1,1.01
12,16.459674,75.067802,16.5,75.0,2024,2,0.02
12,16.459674,75.067802,16.5,75.0,2024,3,0.25
12,16.459674,75.067802,16.5,75.0,2024,4,16.090000000000003
12,16.459674,75.067802,16.5,75.0,2024,5,56.230000000000004
12,16.459674,75.067802,16.5,75.0,2024,6,169.64000000000001
12,16.459674,75.067802,16.5,75.0,2024,7,300.66
12,16.459674,75.067802,16.5,75.0,2024,8,152.06
12,16.459674,75.067802,16.5,75.0,2024,9,172.98
12,16.459674,75.067802,16.5,75.0,2024,10,158.41
12,16.459674,75.067802,16.5,75.0,2024,11,2.1
12,16.459674,75.067802,16.5,75.0,2024,12,5.26
13,16.244107,75.42778,16.25,75.5,2023,1,0.01
13,16.244107,75.42778,16.25,75.5,2023,2,0.0
13,16.244107,75.42778,16.25,75.5,2023,3,1.78
13,16.244107,75.42778,16.25,75.5,2023,4,44.79
13,16.244107,75.42778,16.25,75.5,2023,5,35.18
13,16.244107,75.42778,16.25,75.5,2023,6,22.36
13,16.244107,75.42778,16.25,75.5,2023,7,149.0
13,16.244107,75.42778,16.25,75.5,2023,8,37.72
13,16.244107,75.42778,16.25,75.5,2023,9,88.22
13,16.244107,75.42778,16.25,75.5,2023,10,19.73
13,16.244107,75.42778,16.25,75.5,2023,11,33.07
13,16.244107,75.42778,16.25,75.5,2023,12,1.5799999999999998
13,16.244107,75.42778,16.25,75.5,2024,1,0.54
13,16.244107,75.42778,16.25,75.5,2024,2,0.0
13,16.244107,75.42778,16.25,75.5,2024,3,0.32
13,16.244107,75.42778,16.25,75.5,2024,4,18.25
13,16.244107,75.42778,16.25,75.5,2024,5,50.74
13,16.244107,75.42778,16.25,75.5,2024,6,154.75
13,16.244107,75.42778,16.25,75.5,2024,7,143.49
13,16.244107,75.42778,16.25,75.5,2024,8,109.53
13,16.244107,75.42778,16.25,75.5,2024,9,141.12
13,16.244107,75.42778,16.25,75.5,2024,10,136.73
13,16.244107,75.42778,16.25,75.5,2024,11,1.25
13,16.244107,75.42778,16.25,75.5,2024,12,5.21
16,15.349186,74.651502,15.25,74.75,2023,1,0.02
16,15.349186,74.651502,15.25,74.75,2023,2,0.0
16,15.349186,74.651502,15.25,74.75,2023,3,0.02
16,15.349186,74.651502,15.25,74.75,2023,4,19.75
16,15.349186,74.651502,15.25,74.75,2023,5,48.769999999999996
16,15.349186,74.651502,15.25,74.75,2023,6,97.81
16,15.349186,74.651502,15.25,74.75,2023,7,387.0
16,15.349186,74.651502,15.25,74.75,2023,8,86.48
16,15.349186,74.651502,15.25,74.75,2023,9,183.95
16,15.349186,74.651502,15.25,74.75,2023,10,19.05
16,15.349186,74.651502,15.25,74.75,2023,11,43.37
16,15.349186,74.651502,15.25,74.75,2023,12,0.73
16,15.349186,74.651502,15.25,74.75,2024,1,9.040000000000001
16,15.349186,74.651502,15.25,74.75,2024,2,0.0
16,15.349186,74.651502,15.25,74.75,2024,3,0.75
16,15.349186,74.651502,15.25,74.75,2024,4,54.23
16,15.349186,74.651502,15.25,74.75,2024,5,79.48
16,15.349186,74.651502,15.25,74.75,2024,6,248.06
16,15.349186,74.651502,15.25,74.75,2024,7,465.61
16,15.349186,74.651502,15.25,74.75,2024,8,224.43
16,15.349186,74.651502,15.25,74.75,2024,9,206.9
16,15.349186,74.651502,15.25,74.75,2024,10,249.45
16,15.349186,74.651502,15.25,74.75,2024,11,5.640000000000001
16,15.349186,74.651502,15.25,74.75,2024,12,15.86
17,15.953527,75.047248,16.0,75.0,2023,1,0.03
17,15.953527,75.047248,16.0,75.0,2023,2,0.0
17,15.953527,75.047248,16.0,75.0,2023,3,0.1
17,15.953527,75.047248,16.0,75.0,2023,4,21.560000000000002
17,15.953527,75.047248,16.0,75.0,2023,5,40.980000000000004
17,15.953527,75.047248,16.0,75.0,2023,6,51.27
17,15.953527,75.047248,16.0,75.0,2023,7,281.46
17,15.953527,75.047248,16.0,75.0,2023,8,61.91
17,15.953527,75.047248,16.0,75.0,2023,9,123.91
17,15.953527,75.047248,16.0,75.0,2023,10,20.61
17,15.953527,75.047248,16.0,75.0,2023,11,35.17
17,15.953527,75.047248,16.0,75.0,2023,12,1.6
17,15.953527,75.047248,16.0,75.0,2024,1,2.36
17,15.953527,75.047248,16.0,75.0,2024,2,0.0
17,15.953527,75.047248,16.0,75.0,2024,3,0.56
17,15.953527,75.047248,16.0,75.0,2024,4,33.88
17,15.953527,75.047248,16.0,75.0,2024,5,71.37
17,15.953527,75.047248,16.0,75.0,2024,6,186.82
17,15.953527,75.047248,16.0,75.0,2024,7,371.7
17,15.953527,75.047248,16.0,75.0,2024,8,170.95
17,15.953527,75.047248,16.0,75.0,2024,9,216.14
17,15.953527,75.047248,16.0,75.0,2024,10,210.88
17,15.953527,75.047248,16.0,75.0,2024,11,2.91
17,15.953527,75.047248,16.0,75.0,2024,12,9.93
18,15.314261,74.900467,15.25,75.0,2023,1,0.02
18,15.314261,74.900467,15.25,75.0,2023,2,0.0
18,15.314261,74.900467,15.25,75.0,2023,3,0.02
18,15.314261,74.900467,15.25,75.0,2023,4,19.75
18,15.314261,74.900467,15.25,75.0,2023,5,48.769999999999996
18,15.314261,74.900467,15.25,75.0,2023,6,97.81
18,15.314261,74.900467,15.25,75.0,2023,7,387.0
18,15.314261,74.900467,15.25,75.0,2023,8,86.48
18,15.314261,74.900467,15.25,75.0,2023,9,183.95
18,15.314261,74.900467,15.25,75.0,2023,10,19.05
18,15.314261,74.900467,15.25,75.0,2023,11,43.37
18,15.314261,74.900467,15.25,75.0,2023,12,0.73
18,15.314261,74.900467,15.25,75.0,2024,1,9.040000000000001
18,15.314261,74.900467,15.25,75.0,2024,2,0.0
18,15.314261,74.900467,15.25,75.0,2024,3,0.75
18,15.314261,74.900467,15.25,75.0,2024,4,54.23
18,15.314261,74.900467,15.25,75.0,2024,5,79.48
18,15.314261,74.900467,15.25,75.0,2024,6,248.06
18,15.314261,74.900467,15.25,75.0,2024,7,465.61
18,15.314261,74.900467,15.25,75.0,2024,8,224.43
18,15.314261,74.900467,15.25,75.0,2024,9,206.9
18,15.314261,74.900467,15.25,75.0,2024,10,249.45
18,15.314261,74.900467,15.25,75.0,2024,11,5.640000000000001
18,15.314261,74.900467,15.25,75.0,2024,12,15.86
19,15.972053,75.413697,16.0,75.5,2023,1,0.01
19,15.972053,75.413697,16.0,75.5,2023,2,0.0
19,15.972053,75.413697,16.0,75.5,2023,3,1.03
19,15.972053,75.413697,16.0,75.5,2023,4,39.75
19,15.972053,75.413697,16.0,75.5,2023,5,45.85
19,15.972053,75.413697,16.0,75.5,2023,6,19.77
19,15.972053,75.413697,16.0,75.5,2023,7,151.86
19,15.972053,75.413697,16.0,75.5,2023,8,57.04
19,15.972053,75.413697,16.0,75.5,2023,9,92.42999999999999
19,15.972053,75.413697,16.0,75.5,2023,10,13.02
19,15.972053,75.413697,16.0,75.5,2023,11,36.07
19,15.972053,75.413697,16.0,75.5,2023,12,1.43
19,15.972053,75.413697,16.0,75.5,2024,1,1.4100000000000001
19,15.972053,75.413697,16.0,75.5,2024,2,0.0
19,15.972053,75.413697,16.0,75.5,2024,3,0.68
19,15.972053,75.413697,16.0,75.5,2024,4,31.56
19,15.972053,75.413697,16.0,75.5,2024,5,63.29
19,15.972053,75.413697,16.0,75.5,2024,6,137.93
19,15.972053,75.413697,16.0,75.5,2024,7,142.39
19,15.972053,75.413697,16.0,75.5,2024,8,110.61
19,15.972053,75.413697,16.0,75.5,2024,9,150.89000000000001
19,15.972053,75.413697,16.0,75.5,2024,10,168.6
19,15.972053,75.413697,16.0,75.5,2024,11,2.11
19,15.972053,75.413697,16.0,75.5,2024,12,9.64
20,16.09369,74.745104,16.0,74.75,2023,1,0.03
20,16.09369,74.745104,16.0,74.75,2023,2,0.0
20,16.09369,74.745104,16.0,74.75,2023,3,0.1
20,16.09369,74.745104,16.0,74.75,2023,4,21.560000000000002
20,16.09369,74.745104,16.0,74.75,2023,5,40.980000000000004
20,16.09369,74.745104,16.0,74.75,2023,6,51.27
20,16.09369,74.745104,16.0,74.75,2023,7,281.46
20,16.09369,74.745104,16.0,74.75,2023,8,61.91
20,16.09369,74.745104,16.0,74.75,2023,9,123.91
20,16.09369,74.745104,16.0,74.75,2023,10,20.61
20,16.09369,74.745104,16.0,74.75,2023,11,35.17
20,16.09369,74.745104,16.0,74.75,2023,12,1.6
20,16.09369,74.745104,16.0,74.75,2024,1,2.36
20,16.09369,74.745104,16.0,74.75,2024,2,0.0
20,16.09369,74.745104,16.0,74.75,2024,3,0.56
20,16.09369,74.745104,16.0,74.75,2024,4,33.88
20,16.09369,74.745104,16.0,74.75,2024,5,71.37
20,16.09369,74.745104,16.0,74.75,2024,6,186.82
20,16.09369,74.745104,16.0,74.75,2024,7,371.7
20,16.09369,74.745104,16.0,74.75,2024,8,170.95
20,16.09369,74.745104,16.0,74.75,2024,9,216.14
20,16.09369,74.745104,16.0,74.75,2024,10,210.88
20,16.09369,74.745104,16.0,74.75,2024,11,2.91
20,16.09369,74.745104,16.0,74.75,2024,12,9.93
21,16.484285,75.46,16.5,75.5,2023,1,0.01
21,16.484285,75.46,16.5,75.5,2023,2,0.0
21,16.484285,75.46,16.5,75.5,2023,3,1.78
21,16.484285,75.46,16.5,75.5,2023,4,44.79
21,16.484285,75.46,16.5,75.5,2023,5,35.18
21,16.484285,75.46,16.5,75.5,2023,6,22.36
21,16.484285,75.46,16.5,75.5,2023,7,149.0
21,16.484285,75.46,16.5,75.5,2023,8,37.72
21,16.484285,75.46,16.5,75.5,2023,9,88.22
21,16.484285,75.46,16.5,75.5,2023,10,19.73
21,16.484285,75.46,16.5,75.5,2023,11,33.07
21,16.484285,75.46,16.5,75.5,2023,12,1.5799999999999998
21,16.484285,75.46,16.5,75.5,2024,1,0.54
21,16.484285,75.46,16.5,75.5,2024,2,0.0
21,16.484285,75.46,16.5,75.5,2024,3,0.32
21,16.484285,75.46,16.5,75.5,2024,4,18.25
21,16.484285,75.46,16.5,75.5,2024,5,50.74
21,16.484285,75.46,16.5,75.5,2024,6,154.75
21,16.484285,75.46,16.5,75.5,2024,7,143.49
21,16.484285,75.46,16.5,75.5,2024,8,109.53
21,16.484285,75.46,16.5,75.5,2024,9,141.12
21,16.484285,75.46,16.5,75.5,2024,10,136.73
21,16.484285,75.46,16.5,75.5,2024,11,1.25
21,16.484285,75.46,16.5,75.5,2024,12,5.21
22,16.026921,75.764278,16.0,75.75,2023,1,0.01
22,16.026921,75.764278,16.0,75.75,2023,2,0.0
22,16.026921,75.764278,16.0,75.75,2023,3,1.03
22,16.026921,75.764278,16.0,75.75,2023,4,39.75
22,16.026921,75.764278,16.0,75.75,2023,5,45.85
22,16.026921,75.764278,16.0,75.75,2023,6,19.77
22,16.026921,75.764278,16.0,75.75,2023,7,151.86
22,16.026921,75.764278,16.0,75.75,2023,8,57.04
22,16.026921,75.764278,16.0,75.75,2023,9,92.42999999999999
22,16.026921,75.764278,16.0,75.75,2023,10,13.02
22,16.026921,75.764278,16.0,75.75,2023,11,36.07
22,16.026921,75.764278,16.0,75.75,2023,12,1.43
22,16.026921,75.764278,16.0,75.75,2024,1,1.4100000000000001
22,16.026921,75.764278,16.0,75.75,2024,2,0.0
22,16.026921,75.764278,16.0,75.75,2024,3,0.68
22,16.026921,75.764278,16.0,75.75,2024,4,31.56
22,16.026921,75.764278,16.0,75.75,2024,5,63.29
22,16.026921,75.764278,16.0,75.75,2024,6,137.93
22,16.026921,75.764278,16.0,75.75,2024,7,142.39
22,16.026921,75.764278,16.0,75.75,2024,8,110.61
22,16.026921,75.764278,16.0,75.75,2024,9,150.89000000000001
22,16.026921,75.764278,16.0,75.75,2024,10,168.6
22,16.026921,75.764278,16.0,75.75,2024,11,2.11
22,16.026921,75.764278,16.0,75.75,2024,12,9.64
23,15.343572,74.54815,15.25,74.5,2023,1,0.02
23,15.343572,74.54815,15.25,74.5,2023,2,0.0
23,15.343572,74.54815,15.25,74.5,2023,3,0.01
23,15.343572,74.54815,15.25,74.5,2023,4,11.82
23,15.343572,74.54815,15.25,74.5,2023,5,39.68
23,15.343572,74.54815,15.25,74.5,2023,6,289.62
23,15.343572,74.54815,15.25,74.5,2023,7,886.22
23,15.343572,74.54815,15.25,74.5,2023,8,138.78
23,15.343572,74.54815,15.25,74.5,2023,9,326.02
23,15.343572,74.54815,15.25,74.5,2023,10,40.230000000000004
23,15.343572,74.54815,15.25,74.5,2023,11,42.01
23,15.343572,74.54815,15.25,74.5,2023,12,0.39
23,15.343572,74.54815,15.25,74.5,2024,1,9.23
23,15.343572,74.54815,15.25,74.5,2024,2,0.0
23,15.343572,74.54815,15.25,74.5,2024,3,0.33999999999999997
23,15.343572,74.54815,15.25,74.5,2024,4,69.04
23,15.343572,74.54815,15.25,74.5,2024,5,82.06
23,15.343572,74.54815,15.25,74.5,2024,6,488.72
23,15.343572,74.54815,15.25,74.5,2024,7,1118.44
23,15.343572,74.54815,15.25,74.5,2024,8,456.56
23,15.343572,74.54815,15.25,74.5,2024,9,283.06
23,15.343572,74.54815,15.25,74.5,2024,10,382.02
23,15.343572,74.54815,15.25,74.5,2024,11,12.620000000000001
23,15.343572,74.54815,15.25,74.5,2024,12,14.73
24,15.401611,74.816474,15.5,74.75,2023,1,0.02
24,15.401611,74.816474,15.5,74.75,2023,2,0.0
24,15.401611,74.816474,15.5,74.75,2023,3,0.02
24,15.401611,74.816474,15.5,74.75,2023,4,19.75
24,15.401611,74.816474,15.5,74.75,2023,5,48.769999999999996
24,15.401611,74.816474,15.5,74.75,2023,6,97.81
24,15.401611,74.816474,15.5,74.75,2023,7,387.0
24,15.401611,74.816474,15.5,74.75,2023,8,86.48
24,15.401611,74.816474,15.5,74.75,2023,9,183.95
24,15.401611,74.816474,15.5,74.75,2023,10,19.05
24,15.401611,74.816474,15.5,74.75,2023,11,43.37
24,15.401611,74.816474,15.5,74.75,2023,12,0.73
24,15.401611,74.816474,15.5,74.75,2024,1,9.040000000000001
24,15.401611,74.816474,15.5,74.75,2024,2,0.0
24,15.401611,74.816474,15.5,74.75,2024,3,0.75
24,15.401611,74.816474,15.5,74.75,2024,4,54.23
24,15.401611,74.816474,15.5,74.75,2024,5,79.48
