sample_id,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,evi_mean,evi_std,evi_max,savi_mean,savi_max,ndwi_mean,ndwi_std,ndwi_min,ndmi_mean,ndmi_std,lswi_mean,vv_db_mean,vv_db_std,vh_db_mean,vh_db_std,vh_vv_ratio_mean,vh_vv_ratio_std,rvi_mean,rvi_max,vci_mean,vci_min,ndwi_anomaly_mean,ndwi_anomaly_min,sar_moisture_proxy_mean,sar_moisture_proxy_min,csi_mean,csi_min,temp_mean_mean,temp_max_max,temp_min_min,temp_range_mean,rh_mean_mean,wind_mean_mean,solar_rad_mean,precip_8day_sum,precip_8day_mean,precip_8day_max,eto_8day_sum,eto_8day_mean,etc_8day_sum,water_deficit_sum,water_deficit_mean,water_deficit_max,advisory_0_frac,advisory_1_frac,advisory_2_frac,advisory_3_frac,ndvi_peak_day,ndvi_amplitude,green_up_rate,senescence_rate,season_length,stress_flag,stress_intensity,clay_pct,sand_pct,silt_pct,awc_mm_m,bulk_density,soc_g_kg,ph_water,cec_cmol_kg,nitrogen_g_kg,elevation_m,slope_deg,aspect_deg,twi,latitude,longitude,crop_type,crop_class,crop_label,season,confidence
10,0.41138760869565216,0.11190018155451031,0.10578,0.53532,0.44166000000000005,0.5448732608695652,0.13049585464773023,0.6741,0.41138760869565216,0.53532,0.2858089130434783,0.08395303849251438,0.05728,0.2718486956521739,0.07757169835015562,0.22724239130434784,-7.276630434782609,1.861901374147711,-13.706260869565218,2.7207176539760605,-6.429760869565217,1.1442039481138095,0.7542260869565218,1.1524,0.7114764834372869,0.0,-1.2188317987732697e-16,-2.7221041328224813,3.5237513390276706e-16,-1.5902933272446262,0.5885383396376579,0.038060624615887335,26.714130434782607,40.91,10.59,16.38608695652174,53.86043478260869,3.228695652173913,19.33717391304348,433.44,9.422608695652174,91.05,1105.8700000000001,24.040652173913045,915.7,688.42,14.965652173913043,38.151500000000006,0.13043478260869565,0.34782608695652173,0.5,0.021739130434782608,168.0,0.42954000000000003,0.026129555555555566,0.021300444444444448,320.0,0.0,0.0,44.3,21.1,34.7,129.0,1.458,9.9,8.08,22.8,1.07,383.0,0.4,316.7,11.69,16.210692,75.594598,Sugarcane,Sugarcane,0,Kharif_2023,0.86
11,0.3327869565217391,0.1478409290625805,0.03924,0.52766,0.37629,0.45195282608695647,0.1816814413155686,0.66702,0.3327869565217391,0.52766,0.23256326086956522,0.10865834579705633,0.02364,0.2244319565217391,0.10038512702187545,0.18591065217391306,-7.063782608695653,1.876148879582183,-13.326369565217393,2.8995385254185693,-6.262652173913043,1.187282653183615,0.778695652173913,1.083,0.6010133829936103,0.0,-9.654113257610057e-18,-1.9227539250392782,4.585703797364777e-16,-1.6284075529229274,0.5404053531974441,0.193364151776997,26.28,41.3,10.77,16.161739130434785,56.08391304347826,3.068260869565217,19.33717391304348,520.26,11.31,124.1,1090.43,23.705000000000002,994.8055,780.1685,16.960184782608696,40.634499999999996,0.2608695652173913,0.15217391304347827,0.391304347826087,0.1956521739130435,72.0,0.48842,0.019948444444444446,0.02004911111111111,256.0,1.0,0.2704,49.9,27.2,22.9,183.5,1.444,10.77,7.66,31.5,0.63,453.5,0.03,113.8,12.7,16.459674,75.067802,Sugarcane,Sugarcane,0,Kharif_2023,0.87
12,0.3369236956521739,0.1452866495871554,0.06325,0.50242,0.39551000000000003,0.457229347826087,0.17809991367397213,0.64333,0.3369236956521739,0.50242,0.23406369565217391,0.10572911213429022,0.03385,0.2186769565217391,0.09988520475180084,0.1893932608695652,-7.39704347826087,1.8313539976570077,-13.886369565217391,2.9296838840370625,-6.489391304347826,1.4057824784836357,0.7522891304347826,1.225,0.6231611805272991,0.0,-2.896233977283017e-17,-1.893647753306351,-9.654113257610057e-18,-1.5908304852195614,0.5492644722109197,0.13966121686553962,26.714130434782607,40.91,10.59,16.38608695652174,53.86043478260869,3.228695652173913,19.33717391304348,433.44,9.422608695652174,91.05,1105.8700000000001,24.040652173913045,960.145,742.6605,16.14479347826087,40.2485,0.13043478260869565,0.391304347826087,0.3695652173913043,0.10869565217391304,120.0,0.43916999999999995,0.025490666666666665,0.026588666666666656,264.0,1.0,0.3925,47.8,22.1,30.1,147.9,1.585,13.21,7.43,37.5,1.22,384.7,3.08,59.7,11.29,16.244107,75.42778,Sugarcane,Sugarcane,0,Kharif_2023,0.96
13,0.35004847826086954,0.1322604131748741,0.09053,0.50928,0.39456,0.47473695652173914,0.15925266680299174,0.64983,0.35004847826086954,0.50928,0.24816347826086957,0.09298905128424508,0.05959,0.22827565217391302,0.08962423066837753,0.19236934782608697,-7.3993913043478265,1.8972854348400066,-14.17636956521739,2.89949723886129,-6.77695652173913,1.1764988729563794,0.707654347826087,1.0421,0.6197456197274498,0.0,-5.792467954566034e-17,-2.027910551366375,-2.751422278418866e-16,-1.6222227673615064,0.5479437542247294,0.17373927410539683,26.709782608695654,41.08,11.14,16.179347826086957,54.92891304347826,3.2086956521739127,19.208913043478262,458.26,9.962173913043477,89.92,1092.12,23.74173913043478,958.951,739.421,16.074369565217392,37.605,0.17391304347826086,0.2608695652173913,0.5,0.06521739130434782,96.0,0.41874999999999996,0.02225133333333333,0.022746000000000002,280.0,1.0,0.4098,46.8,12.7,40.4,134.0,1.48,9.35,7.59,51.1,1.03,524.1,1.08,162.7,11.59,15.866028,75.556858,Sugarcane,Sugarcane,0,Kharif_2023,0.71
14,0.37204,0.13627007419092427,0.06983,0.52607,0.413765,0.49845978260869567,0.1644958986788847,0.66555,0.37204,0.52607,0.26027478260869563,0.09188783814434084,0.04619,0.25021934782608696,0.0898217397442085,0.2003069565217391,-7.328565217391303,1.9877300470880372,-13.689260869565217,3.0903490808557335,-6.360717391304348,1.4221218835566873,0.7707413043478261,1.2079,0.6623926003857619,0.0,2.6548811458427656e-16,-2.3298489433650977,-4.344350965924526e-17,-1.5033056165772556,0.5659584498046776,0.12953125883603203,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,19.208913043478262,886.9499999999999,19.281521739130433,181.14,1027.58,22.33869565217391,897.9485,632.0165,13.739489130434782,36.1715,0.32608695652173914,0.13043478260869565,0.4782608695652174,0.06521739130434782,112.0,0.45624000000000003,0.018656000000000002,0.01950244444444445,288.0,1.0,0.1706,47.1,25.9,27.0,139.9,1.317,8.4,8.25,29.9,1.2,684.4,4.62,149.7,10.36,15.341847,74.934082,Sugarcane,Sugarcane,0,Kharif_2023,0.72
15,0.3782252173913044,0.12554657895669427,0.08642,0.53917,0.40822,0.5072208695652174,0.14889600882384826,0.67763,0.3782252173913044,0.53917,0.2572752173913043,0.09310760369329266,0.03714,0.24983434782608696,0.08121857123841603,0.2066013043478261,-7.782304347826087,1.7961603846918097,-14.486413043478262,2.6953645935699524,-6.70404347826087,1.1217148767553622,0.7161282608695652,1.0566,0.6445173216815114,0.0,2.6066105795547156e-16,-2.364309773415021,2.896233977283017e-16,-1.8585934416711496,0.5588950812897981,0.035458059516850424,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,18.71913043478261,886.9499999999999,19.281521739130433,181.14,1010.21,21.96108695652174,839.5785,580.522,12.62004347826087,35.3465,0.34782608695652173,0.1956521739130435,0.43478260869565216,0.021739130434782608,160.0,0.45275000000000004,0.024521999999999995,0.02522933333333333,296.0,1.0,0.2528,46.0,26.7,27.3,214.8,1.255,8.52,7.31,36.3,1.24,682.1,7.01,298.5,9.95,15.349186,74.651502,Sugarcane,Sugarcane,0,Kharif_2023,0.78
16,0.3551617391304348,0.1398366693651219,0.09056,0.51905,0.40705,0.479074347826087,0.16906180565635584,0.65901,0.3551617391304348,0.51905,0.24450217391304346,0.10606269673930384,0.02694,0.22685347826086955,0.09350893735579839,0.19408565217391302,-7.2564782608695655,1.8741957533137048,-13.513,2.984494008854582,-6.256586956521739,1.3595737498052174,0.7836826086956521,1.126,0.6175213870345511,0.0,1.351575856065408e-16,-2.0512600622233763,-6.75787928032704e-17,-1.9966533631230186,0.5470921310022281,0.15055949685988138,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.33717391304348,638.6,13.882608695652175,149.54,1061.2,23.069565217391304,950.1184999999999,734.8455,15.974902173913044,38.00449999999999,0.2826086956521739,0.13043478260869565,0.4782608695652174,0.10869565217391304,112.0,0.42849000000000004,0.018692666666666666,0.019916888888888887,272.0,0.0,0.0,54.0,16.3,29.7,183.8,1.25,10.36,7.39,35.7,2.02,391.7,0.02,107.2,12.53,15.953527,75.047248,Sugarcane,Sugarcane,0,Kharif_2023,0.81
17,0.3778413043478261,0.12224552842735432,0.12051,0.54961,0.40302,0.5075065217391305,0.14213475742278117,0.68715,0.3778413043478261,0.54961,0.26653065217391303,0.08803826335816019,0.07989,0.2425871739130435,0.08256926214903308,0.2073476086956522,-7.264499999999999,1.825683065473183,-13.70417391304348,2.8451649380374553,-6.439717391304347,1.3288806260750017,0.7570804347826087,1.1846,0.5997000800462038,0.0,1.0619524583371063e-16,-2.1199947051955728,5.11668002653333e-16,-1.891569102024998,0.5400763075499132,0.02381164617590422,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,19.208913043478262,886.9499999999999,19.281521739130433,181.14,1027.58,22.33869565217391,860.5835,582.3195,12.65911956521739,36.1715,0.32608695652173914,0.21739130434782608,0.43478260869565216,0.021739130434782608,136.0,0.42910000000000004,0.024358222222222226,0.023263777777777783,296.0,0.0,0.0,31.6,25.0,43.4,133.6,1.427,8.46,8.13,32.9,1.07,639.0,3.07,263.4,10.73,15.314261,74.900467,Sugarcane,Sugarcane,0,Kharif_2023,0.98
18,0.35611347826086953,0.12581292331107047,0.03723,0.54046,0.379815,0.4825902173913043,0.15211767013275732,0.67881,0.35611347826086953,0.54046,0.24604065217391302,0.08818867537280319,0.02703,0.23564934782608696,0.08368720928160409,0.1932558695652174,-7.450913043478261,1.7044757920263556,-13.79358695652174,2.984902496647547,-6.3427173913043475,1.4878495990753222,0.7750478260869565,1.2828,0.633673426188561,0.0,2.6548811458427656e-16,-2.483432835883761,7.481937774647794e-17,-1.7854563254457791,0.5549417553307457,0.13178651311509862,26.709782608695654,41.08,11.14,16.179347826086957,54.92891304347826,3.2086956521739127,19.33717391304348,458.26,9.962173913043477,89.92,1099.56,23.903478260869566,924.392,691.04,15.022608695652172,38.031,0.17391304347826086,0.32608695652173914,0.45652173913043476,0.043478260869565216,168.0,0.5032300000000001,0.024110444444444445,0.024359999999999996,296.0,1.0,0.2866,49.9,19.4,30.7,245.3,1.459,10.44,7.69,44.3,1.51,430.4,0.59,9.4,12.9,15.972053,75.413697,Sugarcane,Sugarcane,0,Kharif_2023,0.75
19,0.32337782608695653,0.13918167023176015,0.0757,0.50062,0.38399,0.44272173913043483,0.17154319465505985,0.64161,0.32337782608695653,0.50062,0.2256267391304348,0.09765224385097578,0.03781,0.2069408695652174,0.09409804869451834,0.17554108695652174,-7.4585,1.8617378112338405,-13.864413043478262,2.850283475774039,-6.406,1.2843129248313625,0.7607456521739131,1.3212,0.5828810742891758,0.0,-1.351575856065408e-16,-1.9233223090813603,3.909915869332073e-16,-1.6845997941372455,0.5331524297156703,0.11820776663254841,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,18.985869565217392,638.6,13.882608695652175,149.54,1046.32,22.746086956521737,965.298,755.11,16.415434782608695,37.954499999999996,0.30434782608695654,0.06521739130434782,0.5217391304347826,0.10869565217391304,104.0,0.42491999999999996,0.02278822222222222,0.023173111111111113,256.0,1.0,0.2456,63.9,11.2,24.8,204.3,1.477,11.56,7.72,34.6,1.1,394.2,2.61,105.5,10.18,16.09369,74.745104,Sugarcane,Sugarcane,0,Kharif_2023,0.81
20,0.36842478260869566,0.12975587011750836,0.08093,0.51868,0.417385,0.4954943478260869,0.15813495896652005,0.65867,0.36842478260869566,0.51868,0.252175652173913,0.09407371690215836,0.02465,0.23599260869565217,0.08403135495317031,0.2055504347826087,-7.599891304347826,1.7384780857374567,-14.072000000000001,2.9147670461519453,-6.472239130434783,1.4641663260827915,0.7561586956521739,1.378,0.656755642738311,0.0,2.2687166155383636e-16,-2.4185889498822686,3.234127941299369e-16,-2.0248616464193177,0.5638343774879294,0.04482577014469159,26.714130434782607,40.91,10.59,16.38608695652174,53.86043478260869,3.228695652173913,19.33717391304348,433.44,9.422608695652174,91.05,1105.8700000000001,24.040652173913045,964.222,740.6195,16.10042391304348,40.2485,0.15217391304347827,0.32608695652173914,0.41304347826086957,0.10869565217391304,112.0,0.43775000000000003,0.018658444444444446,0.019640444444444443,296.0,0.0,0.0,44.3,16.5,39.3,160.6,1.441,4.08,8.5,49.5,1.11,393.9,1.87,231.9,10.37,16.484285,75.46,Sugarcane,Sugarcane,0,Kharif_2023,0.87
21,0.34458413043478264,0.1480641018624642,0.08175,0.51003,0.39497,0.4654086956521739,0.1813861279959743,0.65054,0.34458413043478264,0.51003,0.23798630434782608,0.10454005857105043,0.02881,0.22373760869565218,0.09548653662363517,0.1849736956521739,-7.144391304347826,1.7771769933522337,-13.474673913043478,2.820810758584986,-6.330347826086956,1.3569406802295514,0.7732434782608696,1.1514,0.613696951608253,0.0,7.240584943207543e-17,-2.0009200990227094,9.654113257610057e-18,-1.6999814937468611,0.5454802808047513,0.1409483276903232,26.709782608695654,41.08,11.14,16.179347826086957,54.92891304347826,3.2086956521739127,19.33717391304348,458.26,9.962173913043477,89.92,1099.56,23.903478260869566,991.0035,774.001,16.826108695652174,38.1175,0.21739130434782608,0.1956521739130435,0.5,0.08695652173913043,144.0,0.42828,0.017167111111111112,0.01803844444444444,264.0,0.0,0.0,44.7,24.1,31.1,188.9,1.436,6.16,7.32,34.9,1.3,402.5,3.42,260.9,11.24,16.026921,75.764278,Sugarcane,Sugarcane,0,Kharif_2023,0.93
22,0.40127847826086954,0.11308887731863115,0.09388,0.54833,0.41735500000000003,0.5339521739130435,0.13331426553512224,0.68598,0.40127847826086954,0.54833,0.27836217391304346,0.0832670300742815,0.05144,0.2608286956521739,0.0814637351793544,0.21557434782608698,-7.544,1.7988876439498829,-14.267152173913043,2.774434212330637,-6.723152173913043,1.2731789254965322,0.7169826086956522,1.0716,0.6764187001009343,0.0,1.8342815189459108e-16,-2.725234390017381,-6.75787928032704e-17,-1.6193744317738874,0.5736450419200977,0.03835534018266683,25.792391304347827,41.42,13.86,13.830869565217393,67.82282608695652,1.1982608695652173,18.71913043478261,1774.8,38.582608695652176,369.08,974.26,21.179565217391303,804.1015,565.0795,12.28433695652174,34.42100000000001,0.3695652173913043,0.1956521739130435,0.391304347826087,0.043478260869565216,104.0,0.45444999999999997,0.02324622222222222,0.023110222222222216,320.0,0.0,0.0,53.3,20.8,25.9,131.8,1.427,11.21,8.34,29.6,1.27,721.6,0.35,275.5,12.84,15.343572,74.54815,Sugarcane,Sugarcane,0,Kharif_2023,0.79
23,0.3703704347826087,0.13288747982086233,0.0997,0.52606,0.40152,0.49740413043478265,0.15773439701777284,0.66554,0.3703704347826087,0.52606,0.26223478260869565,0.09113785084485128,0.05896,0.2392828260869565,0.08783906383995785,0.20573,-7.776021739130435,1.7275684451998543,-14.178217391304347,2.7707130483208275,-6.402086956521739,1.3231528311169323,0.7621391304347825,1.1375,0.6348401228600448,0.0,4.827056628805028e-18,-2.2304100955237676,-1.5929286875056593e-16,-1.7070633177124235,0.5544329939461802,0.039997652889538146,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,18.71913043478261,886.9499999999999,19.281521739130433,181.14,1010.21,21.96108695652174,837.9035,584.9755,12.716858695652174,35.3465,0.34782608695652173,0.17391304347826086,0.45652173913043476,0.021739130434782608,168.0,0.42635999999999996,0.021778000000000002,0.021452444444444448,288.0,0.0,0.0,58.5,12.2,29.3,174.1,1.361,10.32,7.16,44.1,1.04,618.9,0.78,86.1,11.56,15.401611,74.816474,Sugarcane,Sugarcane,0,Kharif_2023,0.98
